lat,long,radio,cluster,range,sample
14.373550415039,78.217849731445,GSM,1,1000,1
29.51545715332,75.888748168945,UMTS,0,1000,1
16.500092,79.851379,GSM,1,1000,2
20.887069702148,76.293869018555,GSM,3,1000,1
11.029587,76.0429,UMTS,1,1000,4
9.678955,76.544495,GSM,1,1000,2
23.597946166992,72.388229370117,UMTS,3,1000,1
26.266250610352,82.628860473633,UMTS,2,1000,1
28.569766,77.226912,UMTS,0,1000,19
28.989486694336,79.400253295898,GSM,0,1000,1
12.973137,79.135895,GSM,1,1000,4
28.626937866211,77.310104370117,UMTS,0,1000,1
30.884125,75.843445,UMTS,0,1000,2
28.696975708008,77.439193725586,UMTS,0,1000,1
22.217788696289,84.679183959961,GSM,2,1000,1
28.606338500977,77.274398803711,UMTS,0,1000,1
18.233871459961,83.728866577148,GSM,2,1000,1
12.948859,77.580839,GSM,1,1000,7
15.402145385742,75.66764831543,GSM,1,1000,1
25.459305,78.577652,GSM,0,1000,5
21.184113,72.83389,GSM,3,1000,6
15.15495300293,76.914596557617,GSM,1,1000,1
22.694320678711,73.02131652832,UMTS,3,1000,1
20.288314819336,83.157577514648,GSM,2,1000,1
17.390670776367,82.64533996582,GSM,2,1000,1
29.973679,76.839981,GSM,0,1000,3
10.774841,76.280136,GSM,1,1000,2
13.114242553711,77.568283081055,GSM,1,1000,1
18.91571,72.818069,UMTS,3,1000,2
22.61604309082,88.388442993164,UMTS,2,1000,1
14.178543,74.489136,GSM,3,1000,6
24.353256225586,74.948043823242,GSM,3,1000,1
31.21696472168,75.193862915039,GSM,0,1000,1
26.892471313477,75.788497924805,UMTS,0,1000,2
17.670822143555,74.01969909668,UMTS,3,1000,1
12.790115,77.656654,LTE,1,1000,4
11.014481,76.983948,GSM,1,1000,2
20.004043579102,73.764266967773,GSM,3,1000,1
12.850894,77.607301,GSM,1,1000,17
11.224594,79.745636,UMTS,1,1000,2
28.643417358398,77.112350463867,GSM,0,1000,1
18.399582,76.559372,GSM,1,1000,3
31.329574584961,75.57014465332,GSM,0,1000,1
26.908951,75.818024,LTE,0,1000,2
28.703842163086,76.87614440918,GSM,0,1000,1
21.223526000977,81.300888061523,GSM,2,1000,1
16.522750854492,80.663681030273,LTE,1,1000,4
19.843013,75.945892,LTE,3,1658,7
10.940322875977,76.973648071289,UMTS,1,1000,1
28.433303833008,75.137557983398,GSM,0,1000,1
13.084030151367,80.283279418945,UMTS,1,1000,1
31.293869018555,75.626449584961,GSM,0,1000,1
22.544631958008,88.348617553711,GSM,2,1000,7
20.483322143555,85.849227905273,GSM,2,1000,1
19.125824,72.852402,UMTS,3,1000,2
27.642288208008,75.173263549805,GSM,0,1000,23
21.156234741211,72.85514831543,GSM,3,1000,1
10.268783569336,77.558670043945,GSM,1,1000,1
9.9323272705078,78.08464050293,UMTS,1,1000,1
21.62727355957,69.931411743164,GSM,3,1000,1
22.326278686523,82.71125793457,GSM,2,1000,1
10.502792,76.189499,GSM,1,1000,5
14.659195,77.591171,UMTS,1,1000,3
29.178438,74.765915,GSM,0,1000,2
22.180709838867,75.57975769043,GSM,3,1000,1
12.98378,77.555466,GSM,1,1000,3
28.542579,77.12883,UMTS,0,1000,14
19.174118,72.959061,UMTS,3,1000,6
12.952431,80.141056,LTE,1,1000,2
19.037704,73.103714,GSM,3,1000,3
23.232651,77.441254,UMTS,0,1000,4
22.883834838867,88.012161254883,GSM,2,1000,1
17.434616,78.501434,GSM,1,1000,24
14.773178100586,75.13069152832,GSM,1,1000,1
24.91081237793,79.584274291992,UMTS,0,1000,1
25.21843,75.864182,GSM,0,1000,9
31.318056,75.23954,UMTS,0,1000,1
12.967300415039,77.608108520508,GSM,1,1000,4
13.038368,77.521591,GSM,1,1000,4
21.982955932617,75.068893432617,GSM,3,1000,1
22.809677124023,88.211288452148,GSM,2,1000,1
29.851913452148,74.818954467773,UMTS,0,1000,1
22.59407043457,88.352737426758,UMTS,2,1000,1
17.489547729492,78.408737182617,UMTS,1,1000,1
25.070103,74.62411,GSM,3,1476,3
19.043213,72.843651,LTE,3,1000,1
12.66242980957,79.28352355957,GSM,1,1000,1
22.982711791992,72.565383911133,GSM,3,1000,1
30.16227722168,75.419082641602,GSM,0,1000,1
23.979721069336,80.894393920898,GSM,0,1000,1
12.967300415039,77.573776245117,GSM,1,1000,1
23.051033,72.558403,GSM,3,1000,12
15.157699584961,74.012832641602,UMTS,3,1000,1
22.649002075195,88.415908813477,UMTS,2,1000,1
13.608627,78.5495,GSM,1,1000,2
22.613296508789,88.429641723633,GSM,2,1000,7
20.928268432617,72.918319702148,UMTS,3,1000,2
8.8748931884766,77.774276733398,GSM,1,1000,1
19.029072,73.062581,UMTS,3,1000,21
19.024887084961,72.860641479492,LTE,3,1000,1
9.4063568115234,77.823715209961,GSM,1,1000,1
13.892815,75.671091,GSM,1,225920,27
12.916488647461,77.564163208008,LTE,1,1000,1
28.353652954102,77.329330444336,GSM,0,1000,1
19.103164672852,73.024063110352,UMTS,3,1000,1
28.639297485352,77.241439819336,GSM,0,1000,2
28.46883,76.656642,GSM,0,3532,92
17.623444,74.019699,GSM,3,1000,4
28.442916870117,77.035446166992,GSM,0,1000,1
18.071823,74.005966,GSM,3,1000,2
22.600936889648,75.685501098633,UMTS,3,1000,1
18.505783,73.911552,GSM,3,1000,4
28.383865356445,79.413986206055,GSM,0,1000,2
23.795700073242,72.992477416992,GSM,3,1000,1
17.568542,78.141672,GSM,1,12757,123
19.10332,73.012545,LTE,3,1000,3
28.537125,77.210266,GSM,0,1000,10
8.3269500732422,77.141189575195,GSM,1,1000,1
22.535018920898,88.285446166992,UMTS,2,1000,1
9.9872589111328,76.240310668945,UMTS,1,1000,1
10.235407,76.194733,LTE,1,1000,1
17.438735961914,78.432083129883,UMTS,1,1000,1
16.213486,80.317613,GSM,1,4102,5
9.496307,76.850739,GSM,1,1000,2
9.941254,78.148498,GSM,1,1000,2
20.179824829102,72.81120300293,GSM,3,1000,1
17.739486694336,83.267440795898,GSM,2,1000,1
26.889725,80.925064,UMTS,0,1000,3
29.891738891602,77.867660522461,GSM,0,1000,1
18.565521,73.804985,GSM,3,1000,20
12.99201965332,77.680892944336,LTE,1,1000,1
19.033126831055,72.862014770508,LTE,3,1000,1
30.94367980957,74.592361450195,GSM,0,1000,1
23.269729614258,77.429580688477,GSM,0,1000,1
12.395668,76.021271,GSM,1,2168,4
20.906295776367,74.128189086914,GSM,3,1000,1
18.648605,73.791733,GSM,3,1000,3
15.498275756836,73.82194519043,UMTS,3,1000,1
18.749313,73.511009,GSM,3,1000,12
24.215927124023,83.035354614258,UMTS,2,1000,1
22.611737,88.409805,GSM,2,2741,81
29.065933,77.708359,GSM,0,1000,3
30.02082824707,77.207107543945,GSM,0,1000,1
10.919266,78.73558,GSM,1,1000,3
17.530746459961,78.356552124023,LTE,1,1000,1
28.427810668945,77.307357788086,LTE,0,1000,2
27.61344909668,74.946670532227,GSM,0,1000,1
17.761944,83.356462,GSM,2,1000,17
25.4976,82.685361,GSM,2,3493,7
12.764053344727,76.072769165039,GSM,1,1000,1
14.182662963867,79.869918823242,GSM,1,1000,1
28.500595092773,77.290878295898,UMTS,0,1000,3
19.027633666992,72.841415405273,UMTS,3,1000,1
28.554153442383,77.338943481445,UMTS,0,1000,1
26.093215942383,91.617050170898,GSM,2,1000,1
12.989273071289,78.232955932617,GSM,1,1000,1
19.189682006836,72.829055786133,GSM,3,1000,4
12.926102,80.133591,GSM,1,1000,3
12.985332,77.546925,LTE,1,1000,2
16.962891,82.234726,UMTS,1,1000,2
19.109902,72.887627,LTE,3,1000,4
12.823104858398,76.758041381836,UMTS,1,1000,1
11.013107,77.192688,GSM,1,1000,2
21.088943481445,72.871627807617,GSM,3,1000,1
28.863143920898,78.73420715332,GSM,0,1000,1
31.22932434082,76.759414672852,UMTS,0,1000,1
28.499221801758,77.435073852539,UMTS,0,1000,1
22.269973754883,70.738906860352,GSM,3,1000,1
11.675858,78.131058,UMTS,1,1000,5
11.653060913086,78.095626831055,UMTS,1,1000,1
12.931594848633,77.62321472168,LTE,1,1000,1
18.095169067383,78.85368347168,UMTS,1,1000,1
17.354965209961,78.473281860352,GSM,1,1000,1
13.568802,77.77977,GSM,1,1000,2
26.159477,91.752491,UMTS,2,1000,8
13.612747192383,79.440078735352,UMTS,1,1000,1
12.286148071289,76.637191772461,UMTS,1,1000,1
19.414901733398,72.820816040039,UMTS,3,1000,3
13.048841,80.251808,LTE,1,1000,1
28.635177612305,77.045059204102,GSM,0,1000,17
12.961807250977,77.588882446289,GSM,1,1000,2
22.41828918457,72.807083129883,GSM,3,1000,1
30.537187,77.085574,GSM,0,4026,4
28.568573,77.209854,GSM,0,1000,2
29.211959838867,77.02033996582,UMTS,0,1000,1
26.731796264648,92.104568481445,GSM,2,1000,1
22.974129,72.595253,GSM,3,1345,4
19.445114135742,72.826309204102,UMTS,3,1000,1
9.551926,77.673339,GSM,1,2309,2
20.855484008789,77.731704711914,GSM,1,1000,1
17.190170288086,80.36018371582,UMTS,1,1000,1
18.161087036133,74.170761108398,GSM,3,1000,1
28.705215454102,77.213973999023,UMTS,0,1000,9
11.992263793945,75.677261352539,GSM,1,1000,1
13.077163696289,77.593002319336,UMTS,1,1000,1
22.699694,88.5201,GSM,2,1000,23
17.173690795898,80.08415222168,GSM,1,1000,1
21.162415,72.775497,GSM,3,1000,2
22.502059936523,88.308792114258,GSM,2,1000,12
28.420944213867,77.105484008789,GSM,0,1000,1
19.253012,72.855662,UMTS,3,1000,3
17.670822143555,75.332565307617,GSM,3,1000,1
21.101303100586,79.092636108398,UMTS,1,1000,1
13.078995,80.27504,UMTS,1,1000,3
11.058083,78.041725,GSM,1,3211,8
18.477674,73.806819,LTE,3,1000,3
12.856063842773,76.486129760742,GSM,1,1000,1
22.32193,73.143539,UMTS,3,1000,6
31.303482055664,75.561904907227,GSM,0,1000,1
30.122451782227,77.267532348633,GSM,0,1000,1
28.557919,77.385262,LTE,0,1000,1
22.502933,88.318891,GSM,2,1664,280
17.411957,78.548813,GSM,1,1000,2
8.8213348388672,76.881637573242,GSM,1,1000,2
13.067551,80.226791,GSM,1,1000,15
25.796585083008,76.258163452148,GSM,0,1000,1
10.235824584961,78.379898071289,GSM,1,1000,1
19.138870239258,72.870254516602,UMTS,3,1000,2
28.582992553711,76.990127563477,GSM,0,1000,1
21.025772094727,72.846908569336,UMTS,3,1000,1
22.587203979492,88.341751098633,GSM,2,1000,1
12.968674,77.742233,UMTS,1,1000,9
30.872268676758,75.862655639648,GSM,0,1000,2
13.19938659668,79.094009399414,GSM,1,1000,1
12.952194,77.540942,LTE,1,1000,11
18.958969116211,72.819442749023,GSM,3,1000,1
16.530749,80.622078,GSM,1,1000,8
28.655776977539,77.376022338867,UMTS,0,1000,1
21.625900268555,87.530136108398,GSM,2,1000,1
27.49397277832,77.654800415039,GSM,0,1000,3
17.419853,78.374748,LTE,1,1000,4
19.258346557617,73.220443725586,GSM,3,1000,1
26.325302124023,74.558029174805,GSM,0,1000,1
22.379425,69.835968,GSM,3,1000,10
21.588821411133,73.144912719727,GSM,3,1000,1
28.703156,77.265472,GSM,0,1000,2
30.467148,77.136612,UMTS,0,1000,3
28.683929,77.312164,GSM,0,1000,4
16.086044,80.15625,GSM,1,1000,2
22.41828918457,82.659072875977,GSM,2,1000,1
28.445663452148,77.057418823242,UMTS,0,1000,1
12.869797,77.654343,GSM,1,1000,3
17.153091430664,74.320449829102,GSM,3,1000,1
30.082626342773,78.289260864258,UMTS,0,1000,1
23.755185,87.410139,UMTS,2,6774,74
19.101791381836,72.907333374023,UMTS,3,1000,1
25.515060424805,75.537185668945,UMTS,0,1000,1
15.46257019043,75.007095336914,UMTS,3,1000,2
22.631149291992,70.900955200195,GSM,3,1000,1
15.51533,73.829788,LTE,3,1778,2
19.119732,72.914566,LTE,3,1000,1
14.484786987305,75.804977416992,GSM,1,1000,1
19.866714,75.490036,UMTS,3,1000,3
21.678085327148,81.891403198242,GSM,2,1000,1
22.576217651367,88.43376159668,GSM,2,1000,1
20.416030883789,75.831069946289,GSM,3,1000,1
13.10188293457,80.17204284668,UMTS,1,1000,1
23.569107055664,84.797286987305,GSM,2,1000,1
16.237106323242,74.765396118164,UMTS,3,1000,1
13.052444458008,77.759170532227,LTE,1,1000,1
18.550055,73.951561,UMTS,3,1000,1
19.016647338867,72.830429077148,UMTS,3,1000,9
11.284332,77.781143,GSM,1,1000,2
9.9927520751953,76.468276977539,GSM,1,1000,1
30.344924926758,76.451797485352,GSM,0,1000,1
15.461196899414,73.826065063477,UMTS,3,1000,6
28.54866027832,77.304611206055,UMTS,0,1000,2
19.010696,72.841568,GSM,3,1000,9
18.557762,73.938274,GSM,3,1000,120
18.496170043945,73.95378112793,UMTS,3,1000,1
18.474197387695,73.820571899414,UMTS,3,1000,1
28.381118774414,77.277145385742,GSM,0,1000,1
12.75032043457,74.879379272461,GSM,1,1000,1
12.79426574707,77.690505981445,GSM,1,1000,1
15.509262084961,73.79035949707,UMTS,3,1000,1
27.201461791992,77.940444946289,GSM,0,1000,1
9.7208404541016,77.851181030273,GSM,1,1000,1
28.696601,77.183137,GSM,0,1000,22
17.441482543945,78.390884399414,GSM,1,1000,1
19.098781,72.892491,GSM,3,1000,26
30.848007,75.953446,GSM,0,1919,9
18.483810424805,73.827438354492,GSM,3,1000,1
13.137588500977,80.18440246582,GSM,1,1000,1
22.502059936523,88.319778442383,UMTS,2,1000,4
22.613296508789,88.354110717773,UMTS,2,1000,1
23.161068,79.931545,UMTS,0,1000,8
19.10041809082,73.004837036133,UMTS,3,1000,1
28.650812,77.44025,GSM,0,1000,13
29.231185913086,78.459548950195,GSM,0,1000,1
30.682754516602,76.619338989258,GSM,0,1000,1
28.651657104492,77.251052856445,UMTS,0,1000,1
13.634719848633,79.416732788086,LTE,1,1000,1
19.051216,72.829422,UMTS,3,1000,1
29.244461,77.010727,GSM,0,1000,3
18.549919,73.939934,LTE,3,1000,1
28.959732,77.737198,GSM,0,1000,3
12.938265,77.699727,LTE,1,1000,7
17.438735961914,78.456802368164,UMTS,1,1000,1
30.791244506836,75.652542114258,GSM,0,1000,1
19.061886,72.917381,LTE,3,1000,1
18.943862915039,72.829055786133,GSM,3,1000,3
28.706588745117,77.142562866211,UMTS,0,1000,6
19.165787,72.868332,UMTS,3,1000,5
16.94709777832,73.941421508789,GSM,3,1000,1
26.59309387207,82.131729125977,UMTS,2,1000,1
22.535018920898,88.360977172852,GSM,2,1000,1
12.884902954102,77.554550170898,UMTS,1,1000,1
25.309067,83.005486,GSM,2,1000,4
28.805465698242,78.768539428711,UMTS,0,1000,1
12.840531,77.677937,UMTS,1,1000,15
26.75651550293,73.33854675293,GSM,3,1000,1
12.912368774414,74.869766235352,UMTS,1,1000,1
24.872360229492,92.358627319336,GSM,2,1000,1
16.682053,80.39074,GSM,1,1455,4
21.647872924805,73.046035766602,GSM,3,1000,1
13.129348754883,80.169296264648,UMTS,1,1000,1
11.97491,79.196861,UMTS,1,1000,1
18.174819946289,73.955154418945,UMTS,3,1000,1
12.97966003418,77.624588012695,UMTS,1,1000,8
30.741806030273,76.773147583008,GSM,0,1000,1
13.815994262695,77.499618530273,UMTS,1,1000,1
17.487717,78.47786,GSM,1,1000,3
12.302627563477,78.33869934082,GSM,1,1000,1
22.736296,75.891256,GSM,3,1000,23
19.116897583008,72.938919067383,UMTS,3,1000,2
28.351976,76.962518,UMTS,0,1000,15
18.688430786133,77.825088500977,GSM,1,1000,1
28.436991,77.168093,LTE,0,1000,13
27.815322875977,76.957168579102,GSM,0,1000,1
18.774948120117,79.194259643555,UMTS,1,1000,1
11.849442,76.066818,GSM,1,1000,3
11.838455200195,76.677017211914,GSM,1,1000,1
12.991104,76.094742,GSM,1,1000,3
29.795608520508,76.881637573242,GSM,0,1000,1
19.229507446289,73.107833862305,UMTS,3,1000,1
22.576006,88.347033,GSM,2,1000,13
26.560478,72.36763,GSM,3,2741,4
28.357086,76.937943,GSM,0,1000,6
22.573471069336,79.604873657227,GSM,0,1000,1
28.437423706055,76.931076049805,LTE,0,1000,1
22.562945,88.399449,GSM,2,2047,533
15.61637878418,73.769760131836,UMTS,3,1000,6
11.641159,78.172531,GSM,1,1000,3
23.931655883789,69.81330871582,GSM,3,1000,1
19.853256,75.882156,GSM,3,1000,5
17.329559,78.483582,UMTS,1,1000,2
16.272811889648,80.445327758789,UMTS,1,1000,1
19.089431762695,73.006210327148,UMTS,3,1000,1
22.541885375977,88.360977172852,UMTS,2,1000,1
9.227829,77.891464,UMTS,1,2302,3
28.984909,77.691421,GSM,0,1000,3
13.030471801758,80.191268920898,UMTS,1,1000,2
12.25456237793,79.392013549805,UMTS,1,1000,1
11.795883178711,75.452041625977,LTE,1,1000,1
12.95929,77.568741,UMTS,1,1000,6
26.781234741211,80.986404418945,GSM,0,1000,1
19.180009,72.858193,GSM,3,1000,23
28.612314,77.322278,GSM,0,1168,37
12.784652709961,74.862899780273,GSM,1,1000,1
22.508926391602,88.333511352539,GSM,2,1000,1
17.512894,78.448105,GSM,1,1000,3
12.857437133789,75.056533813477,UMTS,1,1000,1
17.25471496582,78.676528930664,LTE,1,1000,1
12.295074,78.820038,GSM,1,1000,2
17.522506713867,78.433456420898,LTE,1,1000,1
19.664840698242,73.293228149414,GSM,3,1000,1
23.353500366211,85.364456176758,GSM,2,1000,1
28.486862182617,77.094497680664,UMTS,0,1000,1
12.966614,80.257187,UMTS,1,1000,2
16.360702514648,79.945449829102,GSM,1,1000,1
13.157599,80.305252,GSM,1,1000,7
22.589704,88.39591,GSM,2,2156,2290
22.636642456055,88.216781616211,GSM,2,1000,1
12.705001831055,75.147171020508,GSM,1,1000,2
19.112777709961,73.032302856445,UMTS,3,1000,1
15.124740600586,75.36003112793,GSM,1,1000,1
26.762008666992,82.112503051758,GSM,2,1000,1
16.534424,81.514435,UMTS,1,1000,2
9.0053558349609,76.774520874023,GSM,1,1000,1
27.213821411133,77.934951782227,UMTS,0,1000,1
28.580246,77.232513,LTE,0,1000,2
28.522567749023,77.211227416992,LTE,0,1000,3
28.635178,77.214661,GSM,0,1000,2
30.283126831055,74.938430786133,GSM,0,1000,1
15.375366,76.563721,GSM,1,1000,2
31.655044555664,74.878005981445,GSM,0,1000,1
13.071671,77.56073,UMTS,1,1000,2
10.692329,76.05938,GSM,1,3143,12
22.572462,88.403353,GSM,2,1777,147
18.99055480957,72.842788696289,GSM,3,1000,4
24.798202514648,93.947525024414,UMTS,2,1000,1
12.943562,77.605754,GSM,1,1000,14
28.520737,77.189713,UMTS,0,1000,3
22.642135620117,88.435134887695,UMTS,2,1000,1
18.651351928711,73.784866333008,UMTS,3,1000,1
16.833114624023,80.036087036133,GSM,1,1000,1
22.561455,88.37162,GSM,2,1000,4
27.201461791992,77.517471313477,GSM,0,1000,1
23.073348999023,70.082473754883,UMTS,3,1000,1
19.17594909668,72.879867553711,UMTS,3,1000,3
13.097763061523,80.23796081543,UMTS,1,1000,1
22.429863,88.28877,GSM,2,1430,138
28.98848,77.660934,GSM,0,1000,15
10.257768,78.889133,UMTS,1,1000,17
12.927474975586,77.632827758789,GSM,1,1000,1
18.473511,73.89061,UMTS,3,1000,2
12.964554,77.57309,UMTS,1,1000,2
17.415390014648,78.411483764648,UMTS,1,1000,1
17.417793,78.413086,GSM,1,1000,12
17.449722,78.451309,UMTS,1,1000,2
14.88166809082,76.782760620117,GSM,1,1000,1
14.468308,78.863297,UMTS,1,1000,2
14.80551,78.148167,LTE,1,1000,2
20.030136108398,77.137069702148,UMTS,3,1000,1
13.041458129883,80.280532836914,GSM,1,1000,1
13.042831420898,77.67951965332,UMTS,1,1000,1
11.65168762207,78.143692016602,GSM,1,1000,2
18.503037,73.821945,GSM,3,1000,10
11.751937866211,76.015090942383,GSM,1,1000,1
10.754928588867,79.725723266602,GSM,1,1000,1
13.252029,79.108429,GSM,1,1764,6
28.861770629883,76.394119262695,GSM,0,1000,1
28.87825012207,77.071151733398,UMTS,0,1000,1
32.054672241211,77.132949829102,UMTS,0,1000,1
28.736801147461,77.480392456055,GSM,0,1000,1
12.930221557617,77.676773071289,LTE,1,1000,8
11.106491088867,77.352676391602,GSM,1,1000,2
28.898849487305,76.557540893555,UMTS,0,1000,1
10.638198852539,77.062911987305,GSM,1,1000,1
12.956314086914,79.144821166992,GSM,1,1000,1
19.235945,72.97411,UMTS,3,1000,16
27.09846496582,82.867813110352,UMTS,2,1000,1
28.673629760742,77.099990844727,UMTS,0,1000,4
9.9803924560547,76.245803833008,GSM,1,1000,1
28.509865,77.33963,GSM,0,2736,4
30.189743041992,74.498977661133,UMTS,0,1000,1
9.2855072021484,79.258804321289,UMTS,1,1000,2
31.598739624023,76.545181274414,GSM,0,1000,1
22.531536,88.3292,GSM,2,1449,1345
22.541542,88.355484,UMTS,2,1000,4
17.477188110352,78.412857055664,GSM,1,1000,1
24.498825073242,86.68830871582,UMTS,2,1000,1
19.988937,73.818649,UMTS,3,1000,5
24.54963684082,81.366806030273,UMTS,0,1000,1
28.456649780273,77.005233764648,UMTS,0,1000,1
12.922058,77.556458,GSM,1,1000,18
9.6933746337891,76.688003540039,UMTS,1,1000,3
15.461884,75.013275,GSM,3,1000,2
27.709579467773,74.463272094727,GSM,0,1000,1
18.525009155273,73.827438354492,UMTS,3,1000,9
12.12272644043,77.796249389648,GSM,1,1000,1
12.970047,77.610356,UMTS,1,1000,11
19.182472,72.947845,GSM,3,1000,4
12.986743,77.707664,LTE,1,1000,3
28.659896850586,77.156295776367,GSM,0,1000,1
8.3832550048828,77.785263061523,GSM,1,1000,1
27.906647,78.064041,GSM,0,1000,2
26.299209594727,73.039169311523,UMTS,3,1000,1
28.618698120117,77.426834106445,UMTS,0,1000,3
25.035781860352,86.191177368164,GSM,2,1000,1
11.827927,76.663742,GSM,1,1347,3
26.91536,75.711823,GSM,0,1579,12
18.953475952148,72.824935913086,UMTS,3,1000,1
23.407516,88.369675,GSM,2,1000,3
30.530319213867,75.888748168945,GSM,0,1000,1
13.16780090332,79.401626586914,GSM,1,1000,1
19.184188842773,75.093612670898,GSM,3,1000,1
12.953293,77.541916,UMTS,1,1000,5
26.314315795898,73.062515258789,GSM,3,1000,2
13.019485473633,80.185775756836,UMTS,1,1000,1
13.398513793945,78.220596313477,GSM,1,1000,1
22.940758,72.457809,LTE,3,1000,3
28.621903,77.379227,GSM,0,1000,3
17.444229125977,78.485641479492,UMTS,1,1000,8
16.509017944336,80.614242553711,GSM,1,1000,3
28.530807495117,77.209854125977,GSM,0,1000,35
28.669509887695,77.470779418945,GSM,0,1000,1
27.06413269043,76.97639465332,GSM,0,1000,1
28.489608764648,77.304611206055,UMTS,0,1000,2
17.268906,74.179001,UMTS,3,1000,3
29.000473022461,77.734451293945,LTE,0,1000,1
10.083389282227,78.736953735352,GSM,1,1000,2
10.335084,76.347532,GSM,1,5374,79
11.091384887695,75.873641967773,UMTS,1,1000,1
19.331130981445,79.45930480957,UMTS,1,1000,1
18.465957641602,73.857650756836,UMTS,3,1000,2
12.932968139648,77.555923461914,LTE,1,1000,1
21.715701,72.653502,LTE,3,1000,5
26.314315795898,72.584609985352,UMTS,3,1000,1
19.229507446289,72.978744506836,LTE,3,1000,1
22.521286010742,88.371963500977,LTE,2,1000,1
13.785781860352,79.659805297852,GSM,1,1000,1
19.14505,72.987671,LTE,3,1000,8
12.141952514648,77.213973999023,GSM,1,1000,1
12.93571472168,80.205001831055,LTE,1,1000,2
26.809158,75.818252,GSM,0,1000,3
11.164169311523,79.762802124023,GSM,1,1000,1
29.21745300293,79.518356323242,UMTS,0,1000,1
23.047943,72.594223,GSM,3,1000,2
28.636322,77.341919,UMTS,0,1000,6
11.34201,76.802673,UMTS,1,1000,2
8.677826,77.095871,GSM,1,1000,2
12.990646362305,77.612228393555,UMTS,1,1000,19
13.020573,80.206375,GSM,1,1000,24
13.020858764648,77.686386108398,GSM,1,1000,1
12.961807250977,77.716598510742,GSM,1,1000,8
24.180221557617,86.305160522461,GSM,2,1000,1
29.906845092773,78.673782348633,GSM,0,1000,1
30.896301,75.813904,GSM,0,1000,2
14.914627075195,79.993515014648,UMTS,1,1000,1
23.149567,79.933777,LTE,0,1000,2
29.865189,77.889633,UMTS,0,1000,6
18.534077,73.926163,LTE,3,1000,1
21.188507,81.288528,GSM,2,1000,2
11.915817,79.468918,UMTS,1,1000,3
13.077651,80.260354,GSM,1,1000,62
28.883743286133,76.595993041992,GSM,0,1000,1
19.033127,74.763107,GSM,3,1000,3
28.587936,77.313126,GSM,0,1000,5
18.732376098633,73.675003051758,UMTS,3,1000,1
18.946346,72.836727,LTE,3,1000,2
22.979965,80.150757,GSM,0,1000,2
12.99201965332,80.154190063477,LTE,1,1000,2
11.214981079102,76.880264282227,UMTS,1,1000,1
29.53742980957,76.140060424805,GSM,0,1000,1
17.337112426758,78.449935913086,UMTS,1,1000,1
10.925216674805,79.791641235352,UMTS,1,1000,1
13.062057495117,80.11848449707,UMTS,1,1000,1
23.070602416992,70.10856628418,LTE,3,1000,1
26.48323059082,80.314865112305,UMTS,0,1000,2
21.322402954102,80.189895629883,GSM,1,1000,1
27.193222045898,78.032455444336,UMTS,0,1000,1
19.723892211914,74.257278442383,GSM,3,1000,1
17.563705444336,78.544692993164,GSM,1,1000,1
30.699234008789,76.708602905273,GSM,0,1000,1
29.054031,77.711792,GSM,0,1000,2
31.472396850586,76.683883666992,GSM,0,1000,1
9.008103,77.265244,GSM,1,1735,3
20.347366333008,85.824508666992,UMTS,2,1000,1
12.826538,79.711304,GSM,1,1000,2
28.705215454102,77.160415649414,GSM,0,1000,1
28.652344,77.159042,UMTS,0,1000,2
8.43956,77.021256,GSM,1,1000,3
